Name,Price,Publisher,Date of Release,Category,Age Rating,Actual_size,Date
Waterlogue by Tinroc,219.0,Tinrocket LLC,2015-11-16,Photo & video,3.0,50.62,Monday
Doc Opener Pro,1099.0,Ballard App Craftery,2015-12-10,Productivity,3.0,31.89,Thursday
Guide Flight Simulat,219.0,UlkApps,2020-11-27,Education  >  Books & reference,3.0,363.43,Friday
Scribus Indesign,269.0,Alef_Soft,2021-03-19,Multimedia design  >  Illustration & graphic design,3.0,404.66,Friday
M3U STREAM PLAYER TV,549.0,SpiderSoft,2020-08-26,Photo & video,3.0,33.43,Wednesday
Guide for Kena Bridg,269.0,Bluena Apps,2021-09-24,Photo & video,3.0,53.5,Friday
Tutorial for WinRAR ,94.0,Quiet Studio,2021-09-08,Utilities & tools,3.0,21.51,Wednesday
Shadowsock VPN,269.0,MEP Studio,2017-08-02,Utilities & tools,3.0,22.27,Wednesday
CareUEyes - blue lig,1624.0,CareUEyes,2018-08-16,Health & fitness,3.0,7.63,Thursday
HEIC & HEIF Image Co,109.0,StableCode,2020-11-18,Utilities & tools,3.0,20.21,Wednesday
Guide PICO PARK,219.0,Bluena Apps,2021-09-17,Photo & video,3.0,51.57,Friday
iOffice Suite,309.0,varapps,2021-02-02,Productivity,3.0,738.67,Tuesday
personal finance,164.0,Softwarenetz,2014-04-25,Personal finance,3.0,1.57,Friday
Blu-ray S,279.0,Yellow Elephant Productions,2018-06-26,Photo & video,3.0,351.08,Tuesday
CyberLink Media Play,2174.0,CyberLink Corp.,2019-01-08,Photo & video,3.0,431.61,Tuesday
Pomodoro-Tracker,164.0,Kirill Klenov,2020-04-17,Productivity,3.0,213.46,Friday
eBooks for Nook.,269.0,Smart Apps.,2021-07-21,Business,3.0,26.68,Wednesday
Screenshot +,94.0,"Archive Co., Ltd.",2018-12-08,Productivity,3.0,2.07,Saturday
Desktop - Clock,164.0,s software,2020-10-12,Utilities & tools,3.0,144.0,Monday
WiFi Analyzer Tool,269.0,Borka Tibor,2016-02-03,Utilities & tools,3.0,17.18,Wednesday
Video 360,164.0,Webrox,2015-07-07,Photo & video,3.0,6.23,Tuesday
Teleprompter App,434.0,HasFocus.com,2016-10-12,Photo & video,3.0,654.59,Wednesday
Open Visual Studio D,79.0,Hereafter2,2021-01-19,Developer tools  >  Utilities,3.0,27.43,Tuesday
Client for Streaming,1099.0,Yellow Elephant Productions,2020-11-04,Utilities & tools,3.0,402.06,Wednesday
smart3Dplanner | Flo,269.0,Softwareentwicklung Kemper,2020-10-26,Lifestyle  >  Home & garden,3.0,266.4,Monday
Car Mechanic Simulat,219.0,melon apps,2021-08-30,Education  >  Books & reference,3.0,54.25,Monday
LibreCad 2,264.0,Alef_Soft,2021-04-14,Multimedia design  >  Illustration & graphic design,3.0,161.74,Wednesday
"WinSCP - SFTP, WebDA",269.0,Watch App,2021-06-17,Productivity,3.0,97.99,Thursday
Pdf Reader using Fox,269.0,Mediacenterapp,2021-08-24,Productivity,3.0,367.16,Tuesday
Ultra eBook Reader,1624.0,CompuClever Systems Inc.,2017-11-03,Utilities & tools  >  File managers,3.0,15.21,Friday
Wallpaper Engine Gui,219.0,Guide Portal,2020-12-31,Education  >  Books & reference,3.0,267.54,Thursday
Guide for Adobe Audi,424.0,Tsing Studio,2021-08-24,Utilities & tools,3.0,19.03,Tuesday
Guides For Clash of ,209.0,Sie APP,2021-09-25,Utilities & tools,3.0,11.62,Saturday
Screen Mirror To Sma,124.0,BK App Center,2020-07-10,Productivity,3.0,25.4,Friday
Autocad 2020 Tutor,489.0,syncoinapp,2020-11-23,Education,3.0,1140.0,Monday
"Nebula Office: Word,",1099.0,Nebula PDF Office & FileExt Apps,2020-02-07,Productivity,3.0,599.18,Friday
PDF Editor - Real PD,1099.0,Newera Software Technology Inc.,2018-12-07,Utilities & tools  >  File managers,3.0,81.96,Friday
Smart TV Cast,269.0,Streaming Media,2021-02-19,Books & reference,3.0,27.29,Friday
Reading Trainer,219.0,HeKu IT GmbH,2013-07-24,Education  >  Language,3.0,15.5,Wednesday
Afanche 3D STEP View,434.0,Afanche Technologies Inc.,2014-07-24,Utilities & tools,3.0,3.18,Thursday
WinTiler 2,154.0,KyrosDev,2021-02-17,Personalization  >  Themes,3.0,147.86,Wednesday
Tutorial for Adobe P,309.0,Chiu Lab,2021-09-15,Utilities & tools,3.0,89.04,Wednesday
Dia for Windows,54.0,RepackagerExpress.com,2018-10-25,Multimedia design  >  Illustration & graphic design,3.0,74.49,Thursday
MPEG-2 Video Extensi,549.0,Yellow Elephant Productions,2020-11-25,Photo & video,3.0,48.99,Wednesday
第三方哔哩哔哩播放器,54.0,TAOZSOFT,2019-04-01,Entertainment,3.0,28.55,Monday
Screen Extender to i,269.0,Remote Software,2020-07-20,Utilities & tools,3.0,26.47,Monday
Game Controller Mapp,549.0,Innovation Apps.,2020-05-09,Utilities & tools,3.0,26.82,Saturday
Mixing Tracks For Ab,549.0,AskVideo,2019-02-15,Music,3.0,468.67,Friday
Ink Workspace Pro,134.0,Michał Łeptuch,2021-06-21,Utilities & tools,3.0,184.63,Monday
BlueStacks Guide..,269.0,Arcadia Apps,2020-10-30,Books & reference,3.0,1120.0,Friday
vCards,164.0,TONIsoft,2015-07-26,Utilities & tools,3.0,30.88,Sunday
HEOS Remote,324.0,Daniel Vistisen,2016-04-20,Music,3.0,23.0,Wednesday
Rhino Player,54.0,Outlaw Software,2017-03-01,Photo & video,3.0,49.41,Wednesday
HD Wallpaper App PRO,5449.0,Racanātmakatā,2016-07-21,Personalization  >  Wallpaper & lock screens,3.0,28.23,Thursday
Simplified Guides Fo,109.0,Extra Applications,2016-10-08,Education  >  Instructional tools,3.0,7.64,Saturday
Solar Panel Monitor ,109.0,OABsoftware,2017-07-01,Lifestyle  >  Home & garden,3.0,35.39,Saturday
Monotype Rockstar Fo,269.0,"Monotype, Inc.",2019-02-25,Personalization  >  Fonts,3.0,1.31,Monday
Tutorial for Bitmoji,159.0,Chiu Lab,2021-09-16,Utilities & tools,3.0,14.4,Thursday
Photo Editor­ Pro,5449.0,Xtreme ­,2021-09-27,Utilities & tools,3.0,38.41,Monday
Untitled Goose Game ,259.0,Yau APP,2021-06-10,Utilities & tools,3.0,8.23,Thursday
Project Viewer .,269.0,Vision Software.,2021-06-29,Business,3.0,25.14,Tuesday
MATLAB Getting Start,374.0,Kok APP,2021-03-07,Utilities & tools,3.0,8.6,Sunday
OfficeSuite Home & B,5449.0,MobiSystems,2021-03-17,Productivity,3.0,503.97,Wednesday
Tutorial for Google ,154.0,Shing APP,2021-08-31,Utilities & tools,3.0,171.06,Tuesday
Pixel Ruler - Measur,154.0,STDIO COMPANY LIMITED,2021-04-06,Developer tools  >  Design tools,3.0,1.05,Tuesday
Controller for Phili,269.0,Remote Software,2020-08-03,Utilities & tools,3.0,27.03,Monday
Tiles for Stadia Gam,79.0,pepeizq's apps,2021-01-29,Utilities & tools,3.0,77.29,Friday
Super Media Player P,324.0,Easthills Media Inc.,2021-08-16,Entertainment,3.0,709.36,Monday
IPTV DREAM BOX STREA,549.0,SpiderSoft,2020-11-21,Photo & video,3.0,31.59,Saturday
Guide For GoToMeetin,264.0,Sai APP,2021-09-27,Utilities & tools,3.0,46.17,Monday
Moon 3D Live Wallpap,109.0,Screensavers Store,2017-03-22,Personalization  >  Wallpaper & lock screens,3.0,63.83,Wednesday
Guide For My Summer ,269.0,TaskiriApps,2021-06-01,Education  >  Books & reference,3.0,434.64,Tuesday
"The Caffeine, keep y",79.0,Twenty One Team,2019-04-09,Utilities & tools,3.0,7.31,Tuesday
Guide Poly Bridge 2,219.0,NigneApps,2021-01-20,Education  >  Books & reference,3.0,50.98,Wednesday
Guide for Discord Cl,324.0,Beach APP,2021-04-26,Utilities & tools,3.0,5.69,Monday
Logitech Connect,269.0,Meeting Software,2021-06-29,Business,3.0,26.19,Tuesday
ISO Image Creator PR,1349.0,Yellow Elephant Productions,2018-08-14,Productivity,3.0,26.09,Tuesday
PDF Reader Pro - PDF,4899.0,Kdan Mobile Software Ltd.,2018-07-12,Productivity,3.0,94.74,Thursday
Free Mp3 Downloader ,204.0,Sneha Verma,2021-04-11,Music,12.0,27.0,Sunday
Gaming Wallpapers 4K,54.0,665Apps,2020-11-27,Entertainment,3.0,44.72,Friday
EasyTV,269.0,jbdargier,2020-03-20,Entertainment,3.0,100.66,Friday
Backgrounds for Micr,824.0,Macmanus Inc.,2021-02-25,Personalization  >  Themes,3.0,470.62,Thursday
Smart TV Screen Mirr,269.0,Streaming Media,2021-02-19,Business,3.0,28.46,Friday
PDF Binder,1099.0,XtremeDevelopments.com Ltd,2015-05-07,Productivity,3.0,129.99,Thursday
App Locker Plus,54.0,anurag guleria,2016-10-19,Utilities & tools  >  File managers,3.0,16.99,Wednesday
Amazing Slow Downer,2724.0,Roni Music AB,2016-09-09,Music,3.0,30.07,Friday
FileBot,2724.0,Point Planck Limited,2016-11-04,Utilities & tools  >  File managers,3.0,178.64,Friday
Universal Zip,269.0,Bryce Hutchings,2018-04-16,Utilities & tools,3.0,33.37,Monday
Playcast,269.0,Webrox,2016-01-20,Photo & video,3.0,21.7,Wednesday
Fall Guys Ultimate K,219.0,Mystapps,2021-05-13,Education  >  Books & reference,3.0,57.34,Thursday
HD Wallpaper App PRO,5449.0,Racanātmakatā,2021-01-19,Personalization  >  Wallpaper & lock screens,3.0,28.23,Tuesday
PDF to Word Converte,1599.0,FirePDF,2017-07-13,Utilities & tools  >  File managers,3.0,55.32,Thursday
Guide For Potion Cra,219.0,Bluena Apps,2021-09-24,Education  >  Books & reference,3.0,53.78,Friday
Stream to Amazon Fir,269.0,Darwin Software,2020-08-04,Business,3.0,27.78,Tuesday
Pages Manager for Fa,324.0,ImaginationOverflow,2017-05-05,Social,12.0,33.4,Friday
VisorApp,59.0,App Software Inc.,2021-04-19,Utilities & tools  >  Backup & manage,3.0,8.35,Monday
Diablo 2 Resurrected,219.0,melon apps,2021-08-30,Education  >  Books & reference,3.0,42.87,Monday
Screen Mirror 2 Chro,124.0,BK App Center,2020-07-10,Business,3.0,25.74,Friday
Cpu performance moni,114.0,ssz666,2020-03-17,Personalization  >  Themes,3.0,14.6,Tuesday
Guide For EFootball ,209.0,Pas Workshop,2021-09-29,Utilities & tools,3.0,8.85,Wednesday
Guide Counter Strike,219.0,Guide Portal,2021-01-26,Education  >  Books & reference,3.0,66.33,Tuesday
Learn Java Programmi,104.0,Ego Studio,2021-08-23,Utilities & tools,3.0,192.52,Monday
AirDrop Pro Guide,254.0,Xu Studios,2021-06-17,Utilities & tools,3.0,5.08,Thursday
Tutorial for Google ,159.0,Son APP,2021-09-08,Utilities & tools,3.0,365.23,Wednesday
Viewer for Turbo Tax,549.0,A & N Technologies,2020-05-07,Business,3.0,25.97,Thursday
Guide for Timberborn,269.0,GulApps,2021-09-22,Photo & video,3.0,54.56,Wednesday
SniffyPro,1799.0,DiD Software Inc,2020-08-12,Education  >  Instructional tools,3.0,61.96,Wednesday
MC Skin Pack Creator,299.0,designchand,2021-05-14,Productivity,3.0,1.39,Friday
Win Movie Maker,2174.0,Win Movie Maker,2020-09-08,Multimedia design  >  Photo & video production,3.0,448.44,Tuesday
Screen Recorder & Vi,379.0,Sandpiper Studio,2021-03-26,Utilities & tools,3.0,83.54,Friday
Guide Cooking Simula,164.0,TaskiriApps,2021-05-31,Education  >  Books & reference,3.0,153.92,Monday
PGPFiles,244.0,SJ Software Development Group Limited,2015-05-19,Security  >  Personal security,3.0,2.37,Tuesday
Human Japanese,1024.0,Brak Software,2014-05-09,Education  >  Language,3.0,245.07,Friday
Music Speed Changer,189.0,teq-IT,2014-04-15,Music,3.0,1.86,Tuesday
Earth 3D - World Atl,164.0,3Planesoft,2014-06-14,Education,3.0,1370.0,Saturday
Passbook Converter,54.0,wertzui,2014-06-10,Personal finance,3.0,16.57,Tuesday
"PeaZip : Zip,Rar, Zi",209.0,Hoi Ting,2021-06-04,Utilities & tools,3.0,6.31,Friday
Video Cast to Samsun,269.0,TV Streaming Applications,2021-01-06,Entertainment,3.0,27.22,Wednesday
Control for Kasa Sma,269.0,National Software,2020-10-08,Business,3.0,25.64,Thursday
Guide for Valorant G,204.0,Yau APP,2021-06-09,Utilities & tools,3.0,9.98,Wednesday
Font Book,109.0,iloxmn,2017-03-28,Productivity,3.0,33.26,Tuesday
Guide Car Mechanic S,269.0,TaskiriApps,2021-05-31,Education  >  Books & reference,3.0,352.15,Monday
Cricut Explore Air 2,324.0,Willie Applications,2019-12-11,Lifestyle  >  Special interest,3.0,7.64,Wednesday
Tutorial For Scratch,309.0,Xu Studios,2021-04-15,Utilities & tools,3.0,7.53,Thursday
XSonar,129.0,Greg Macdonald,2018-06-05,Utilities & tools,3.0,28.84,Tuesday
Sticky Notes - Digit,269.0,Wuxxu s.r.o,2021-07-26,Productivity,3.0,224.0,Monday
Star Walk 2,164.0,Vito Technology,2016-06-11,Education,3.0,241.51,Saturday
Not Microsoft Notepa,54.0,Duckhead Software,2019-01-28,Productivity,3.0,30.93,Monday
H.264 Player,269.0,Media Apps Group,2021-07-15,Business,3.0,47.02,Thursday
Office Kit - Powerfu,1099.0,winuwp,2018-08-06,Utilities & tools  >  File managers,3.0,474.55,Monday
CyberLink PowerDVD S,3249.0,CyberLink Corp.,2018-07-26,Photo & video,3.0,441.21,Thursday
Zen Brush 2,489.0,"P SOFTHOUSE Co., Ltd.",2017-06-16,Entertainment,3.0,37.38,Friday
Guide Assetto Corsa ,219.0,Sariapps,2021-08-23,Education  >  Books & reference,3.0,53.05,Monday
Smoke 4K Live Wallpa,109.0,rolling coders,2020-12-14,Personalization  >  Wallpaper & lock screens,3.0,33.5,Monday
"Unzip, Zip - Real Zi",324.0,Xiaoya Lab,2021-08-09,Utilities & tools  >  File managers,3.0,10.1,Monday
Paprika Recipe Conve,164.0,Jon's Useful Apps,2021-03-22,Food & dining,3.0,155.3,Monday
MPG to MP4 Converter,269.0,Video Conversion Apps,2020-06-26,Business,3.0,26.03,Friday
Guide For Beamng Dri,254.0,Sie APP,2021-09-25,Utilities & tools,3.0,9.3,Saturday
Client for Gmail.,269.0,Trending Apps.,2020-06-01,Utilities & tools,3.0,18.76,Monday
Talk Toggle,129.0,Closed Loop Labs,2019-07-19,Utilities & tools,3.0,179.89,Friday
My Screen Snipping T,219.0,Morris Samuel,2020-08-26,Productivity,3.0,8.26,Wednesday
Guide Grand Theft Au,219.0,EheeApps,2021-10-07,Education  >  Books & reference,3.0,57.5,Thursday
Master Final Cut Pro,324.0,Approach Applications,2018-02-14,Photo & video,3.0,7.86,Wednesday
Guides For Opera Bro,379.0,Living laboratory,2021-06-23,Utilities & tools,3.0,7.62,Wednesday
MOV to MP4 Converter,269.0,Video Conversion Apps,2020-06-19,Business,3.0,26.07,Friday
MR Video Player for ,164.0,Far East Geometries,2018-05-16,Photo & video,3.0,109.76,Wednesday
Poly Bridge 2 Gamer ,219.0,melon apps,2021-07-06,Education  >  Books & reference,3.0,46.04,Tuesday
Tidy File Viewer Pro,269.0,Media Life,2018-12-06,Photo & video,3.0,756.59,Thursday
Universal Cryptonigh,54.0,PiTi,2018-08-31,Productivity,3.0,18.62,Friday
LosslessCut,1099.0,mifi.no,2020-04-01,Photo & video,3.0,457.24,Wednesday
eMule Store Edition,159.0,Samej_Play,2020-07-17,Utilities & tools  >  File managers,18.0,20.43,Friday
eBook Conversion Too,549.0,Roxy,2018-03-26,Utilities & tools,3.0,25.82,Monday
FTP With FileZilla Z,174.0,G'APP,2020-11-27,Books & reference,3.0,4.66,Friday
Cast to Beats by Dr.,269.0,TV Streaming Applications,2021-01-05,Music,3.0,27.39,Tuesday
PPT to PDF Converter,164.0,Insight.it,2019-05-28,Utilities & tools  >  File managers,3.0,9.43,Tuesday
Guide Universe Sandb,219.0,Sariapps,2021-08-06,Education  >  Books & reference,3.0,53.02,Friday
Screenshot Powerful ,874.0,Yellow Elephant Productions,2018-07-04,Utilities & tools,3.0,193.18,Wednesday
Hotspot Share Master,114.0,MEP Studio,2020-08-30,Utilities & tools,3.0,19.18,Sunday
Moon VR Video Player,549.0,RockVR,2017-11-04,Photo & video,3.0,266.79,Saturday
Planet Coaster Guide,219.0,Guide Portal,2020-12-22,Education  >  Books & reference,3.0,54.02,Tuesday
Tutorials For Scratc,194.0,G'APP,2020-11-29,Books & reference,3.0,2.68,Sunday
SimpleDjvu,109.0,Electronic Rescue Service,2018-03-09,Books & reference  >  E-reader,3.0,18.98,Friday
Guide MIR4,219.0,Bluena Apps,2021-09-17,Photo & video,3.0,53.32,Friday
AV Remote,164.0,HDW Production,2011-10-20,Music,3.0,3.78,Thursday
Guide for Firefox Br,239.0,Son APP,2021-08-31,Utilities & tools,3.0,166.93,Tuesday
MOV Player,269.0,Media Apps Group,2021-07-15,Business,3.0,47.27,Thursday
Bluetooth Headphones,269.0,Meeting Solutions,2021-08-06,Business,3.0,26.17,Friday
PDF Reader for Adobe,574.0,B Software,2019-12-31,Business  >  File management,3.0,168.96,Tuesday
Desktop Video Camera,139.0,"Archive Co., Ltd.",2019-06-24,Productivity,3.0,1.85,Monday
Tutorial for Audacit,284.0,Po APP,2021-05-17,Utilities & tools,3.0,4.77,Monday
Guide For Adobe Inde,524.0,Beach APP,2021-04-25,Books & reference,3.0,117.97,Sunday
DVD Player for Windo,269.0,File Viewer Pro Inc.,2021-05-06,Productivity,3.0,323.81,Thursday
Mobile Legends Guide,114.0,jananapps,2018-10-02,Education  >  Books & reference,3.0,20.81,Tuesday
Aquarium Screensaver,59.0,Husky Estudio Soft,2021-05-06,Personalization  >  Wallpaper & lock screens,3.0,36.35,Thursday
TaskbarRadio,94.0,Valaut,2020-04-06,Music,3.0,23.29,Monday
Tutorial for Tor Bro,259.0,Kwai APP,2021-07-05,Utilities & tools,3.0,5.35,Monday
Stardew Valley Guide,219.0,Guide Portal,2020-12-31,Education  >  Books & reference,3.0,135.73,Thursday
WavePad,5449.0,NCH Software,2017-02-21,Multimedia design  >  Music production,3.0,49.58,Tuesday
Handy Art Reference ,189.0,Belief Engine,2015-06-25,Books & reference  >  Reference,3.0,440.55,Thursday
DjVu to PDF Pro Docu,269.0,Luís Moreira,2016-08-16,Utilities & tools,3.0,16.0,Tuesday
EML Reader,54.0,ayamadori,2016-01-15,Utilities & tools,3.0,27.94,Friday
Files Defender for W,109.0,SKYBAND,2015-10-22,Utilities & tools,3.0,4.35,Thursday
K53 Learners Licence,134.0,nolivierdevelopment,2015-12-04,Education  >  Books & reference,3.0,63.12,Friday
QR Code Generator Pr,284.0,Aadhil RF,2020-12-01,Utilities & tools,3.0,27.92,Tuesday
Auto Click Script,324.0,Mathew Rimmington trading as Process Storm,2020-07-31,Utilities & tools,3.0,32.49,Friday
Pixroll Image Conver,164.0,Twenty One Team,2019-05-03,Productivity,3.0,26.13,Friday
Segoe Marker,109.0,Microsoft Corporation,2018-02-16,Personalization  >  Fonts,3.0,216.0,Friday
Guide Last Day on Ea,219.0,Sariapps,2021-09-06,Education  >  Books & reference,3.0,52.68,Monday
Hidemaru Editor(Stor,1874.0,有限会社サイトー企画,2017-04-11,Productivity,3.0,13.46,Tuesday
PC Screen Recorder: ,114.0,singhwong,2019-12-12,Photo & video,3.0,32.25,Thursday
HTML WYSIWYG Editor,79.0,Pig Star,2017-11-22,Productivity,3.0,34.34,Wednesday
PhotoPad Image Edito,3249.0,NCH Software,2017-12-14,Photo & video,3.0,161.3,Thursday
CyberLink PowerDirec,5449.0,CyberLink Corp.,2020-10-20,Photo & video,3.0,7860.0,Tuesday
Guide EFootball PES ,269.0,TaskiriApps,2021-05-31,Education  >  Books & reference,3.0,53.84,Monday
TaskbarEffect+,54.0,Valaut,2020-08-06,Personalization  >  Themes,3.0,3.12,Thursday
Express Zip,1624.0,NCH Software,2019-05-22,Utilities & tools  >  File managers,3.0,30.74,Wednesday
Video & Audio Conver,649.0,Yellow Elephant Productions,2018-08-24,Productivity,3.0,59.33,Friday
7-Zip Store Version ,144.0,winuwp,2020-07-08,Productivity,3.0,5.38,Wednesday
Screen Mirror To Rok,289.0,BK App Center,2020-07-10,Business,3.0,25.4,Friday
Tutorial for Adobe P,194.0,Zhong Xin Xin,2021-07-19,Books & reference,3.0,46.98,Monday
Virtual Machine.,549.0,National Software,2020-09-23,Business,3.0,48.05,Wednesday
Guide for Fall Guys ,154.0,rpsapps,2020-08-21,Education  >  Books & reference,3.0,34.51,Friday
Guide Brawl Stars,269.0,TaskiriApps,2021-05-31,Education  >  Books & reference,3.0,281.2,Monday
QuickLook for window,269.0,Client Side Inc.,2017-04-05,Productivity,3.0,24.39,Wednesday
Templates for Google,269.0,Custom Templates,2020-06-26,Business,3.0,26.48,Friday
Geany - Code Editor,324.0,Dev Packager,2021-08-02,Utilities & tools,3.0,79.34,Monday
Word To PDF Convert ,269.0,Insight.it,2019-05-11,Utilities & tools  >  File managers,3.0,19.97,Saturday
Client for Google Pl,269.0,Trending Apps.,2020-06-25,Music,3.0,34.83,Thursday
Guide For PUBG Mobil,219.0,korinapps,2020-11-24,Education  >  Books & reference,3.0,238.52,Tuesday
FLV Video Extension,549.0,Yellow Elephant Productions,2020-10-20,Entertainment,3.0,49.02,Tuesday
SimpleOne Label Make,1624.0,Aidaluu Inc.,2021-07-05,Productivity,3.0,31.57,Monday
Token2Shell,1624.0,Choung Networks,2018-02-06,Utilities & tools,3.0,39.46,Tuesday
iMuscle 2,269.0,3D4Medical,2014-05-26,Health & fitness,3.0,492.58,Monday
Digital Diary Pro,134.0,Abhinav Varma,2013-08-12,Utilities & tools,3.0,24.75,Monday
Flowdia Diagrams,824.0,BEZAPPS,2013-11-08,Productivity,3.0,13.79,Friday
Tutorial for Adobe P,374.0,Kwai APP,2021-07-06,Books & reference,3.0,248.51,Tuesday
Movie Editor (Conver,189.0,Dark369Shadow,2021-01-14,Photo & video,3.0,58.0,Thursday
Free Video Downloade,84.0,Smart App Solution,2021-09-03,Photo & video,3.0,26.82,Friday
My Private Diary Not,164.0,YongWenHu,2021-01-20,Lifestyle,3.0,30.45,Wednesday
Easy File Organizer,1624.0,Qiplex,2017-10-05,Utilities & tools  >  File managers,3.0,257.67,Thursday
Office Pack for Docu,824.0,Yellow Elephant Productions,2020-03-16,Utilities & tools,3.0,864.03,Monday
Guide To Become A Mi,259.0,Design it Crafts,2021-09-28,Entertainment,3.0,8.45,Tuesday
BookPad,109.0,Xia Zhiquan,2017-09-08,Productivity,3.0,272.16,Friday
iTunesPlaylistExport,54.0,Michael Rupp,2018-08-22,Music,3.0,11.68,Wednesday
SniffyLite,974.0,DiD Software Inc,2020-08-05,Education  >  Instructional tools,3.0,44.9,Wednesday
HangoutsJSONtoCSV,129.0,Hiroomin,2021-03-22,Utilities & tools  >  Backup & manage,3.0,2.8,Monday
inPixio Photo Cutter,1624.0,Avanquest  Software,2017-03-21,Photo & video,3.0,234.37,Tuesday
Garden Planner 3,1849.0,Artifact Interactive,2016-10-28,Lifestyle  >  Home & garden,3.0,264.14,Friday
JPG to PDF : Export ,324.0,RootRise Technologies Private Limited,2016-08-23,Productivity,3.0,5.06,Tuesday
"7 Zip - RAR files, Z",269.0,GNUStudio,2021-08-11,Utilities & tools  >  File managers,3.0,4.18,Wednesday
Microsoft Visual C# ,69.0,NKsoft,2017-03-29,Books & reference  >  Reference,3.0,16.35,Wednesday
Guide MLB The Show 2,164.0,TaskiriApps,2021-05-31,Education  >  Books & reference,3.0,53.61,Monday
DaVinci Resolve 16 G,484.0,Kok APP,2021-08-23,Utilities & tools,3.0,186.59,Monday
Daily Wallpaper - fr,79.0,neolib.net,2017-11-28,Personalization  >  Wallpaper & lock screens,3.0,27.69,Tuesday
Web Camera Settings,824.0,Alexander Komarov,2021-01-23,Photo & video,3.0,31.38,Saturday
DVD Player Pro',749.0,King APP,2020-09-17,Photo & video,3.0,255.05,Thursday
Hatch Embroidery Dig,324.0,Billie Applications,2019-10-10,Education  >  Instructional tools,3.0,7.89,Thursday
Jurassic World Evolu,119.0,Yau APP,2021-06-11,Utilities & tools,3.0,14.62,Friday
Photo Manager for Ca,269.0,Digital Camera Software,2021-02-19,Photo & video,3.0,26.6,Friday
Guide Truck Simulato,219.0,Bluena Apps,2021-09-17,Photo & video,3.0,52.87,Friday
Guide for Firefox Be,144.0,Kwai APP,2021-07-06,Utilities & tools,3.0,5.05,Tuesday
Switch for Sonos,164.0,John Li,2019-04-25,Lifestyle,3.0,27.15,Thursday
Cast to Roku.,269.0,TV Media Limited,2020-05-09,Business,3.0,27.36,Saturday
Shotcut Introdution ,524.0,Kowloon,2020-11-24,Utilities & tools,3.0,16.59,Tuesday
an interface to hulu,54.0,Fernando Matin,2021-03-12,Entertainment,3.0,160.0,Friday
Volume² - advanced W,269.0,Alexandr Irza,2021-07-20,Utilities & tools,3.0,16.16,Tuesday
Audio & Microphone R,54.0,Dipping Bread,2020-08-27,Utilities & tools,3.0,3.5,Thursday
Coolle OBBS Studio P,1099.0,CoolLeGet Inc,2020-08-18,Productivity,3.0,74.03,Tuesday
Easy Sticky Notes Pr,549.0,Yellow Elephant Productions,2020-02-05,Utilities & tools,3.0,42.51,Wednesday
Day One Notes Pro - ,219.0,YongWenHu,2020-09-22,Lifestyle,3.0,31.86,Tuesday
Recording & Editing ,549.0,AskVideo,2019-04-20,Music,3.0,278.39,Saturday
Hisense Screen Mirro,269.0,Smart TV Software,2021-03-14,Business,3.0,28.66,Sunday
Guide Star Wars Batt,269.0,GulApps,2021-09-09,Photo & video,3.0,54.13,Thursday
MATLAB - Getting Sta,359.0,Kwai APP,2021-07-06,Utilities & tools,3.0,22.39,Tuesday
Laitis,549.0,Sergey Mikolaitis,2018-02-05,Productivity,3.0,1.11,Monday
MP3 Converter - Icon,1099.0,Newera Software Technology Inc.,2018-12-10,Music,3.0,28.73,Monday
PSD Viewer.,269.0,A & N Technologies,2020-05-09,Business,3.0,26.39,Saturday
Smаrt File Renamer,1624.0,Qiplex,2019-09-09,Utilities & tools  >  File managers,3.0,171.17,Monday
Compress My Video,54.0,GSR Team,2014-04-28,Utilities & tools  >  File managers,3.0,17.1,Monday
Calculus Course Assi,164.0,Wolfram Group LLC,2014-12-15,Education,3.0,1.22,Monday
Daily Wallpaper Clas,79.0,neolib.net,2019-07-23,Personalization  >  Wallpaper & lock screens,3.0,2.89,Tuesday
Electronic seal Maki,94.0,M-WR,2017-11-13,Utilities & tools  >  Backup & manage,3.0,23.31,Monday
Guide Diablo 2 Resur,219.0,Bluena Apps,2021-09-16,Photo & video,3.0,53.33,Thursday
Last Day on Earth Su,219.0,NigneApps,2021-01-21,Education  >  Books & reference,3.0,51.84,Thursday
Simply dictate,54.0,NigneApps,2021-01-21,Education  >  Books & reference,3.0,51.84,Thursday
TV Cast to Miracast,269.0,NigneApps,2021-01-21,Education  >  Books & reference,3.0,51.84,Thursday
WIA Scanner,189.0,Dmitrijs Volkovs,2017-11-27,Utilities & tools,3.0,143.15,Monday
Synthwave Vaporwave ,109.0,Dmitrijs Volkovs,2017-11-27,Utilities & tools,3.0,143.15,Monday
ottcluber,139.0,Sergey Matorykin,2017-09-18,Entertainment,3.0,111.49,Monday
Screen Mirror to Fir,269.0,TV Media Limited,2020-05-09,Business,3.0,26.44,Saturday
Guide theHunter Call,219.0,Sariapps,2021-08-06,Education  >  Books & reference,3.0,53.78,Friday
Switch Plus,2174.0,NCH Software,2017-07-10,Music,3.0,45.65,Monday
CD Audio Grabber PRO,1574.0,Yellow Elephant Productions,2018-09-02,Music,3.0,11.54,Sunday
PuTTY - SSH & Telnet,54.0,Tsing Studio,2021-08-09,Utilities & tools,3.0,11.09,Monday
Learn Python,304.0,Narendrayadav,2020-05-29,Books & reference  >  Reference,3.0,53.12,Friday
